nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,gender
221,133.957767722,-0.115458613189,-1.8514115905,195,25,97.2546543829,24,275,25,220,195,Female
160,230.494047619,-0.950810906295,0.515474841668,235,235,24.9924528007,155,270,220,250,30,Male
160,227.941071429,-0.565382845298,-0.292328892146,231,235,23.2634062046,160,270,210,245,35,Male
124,228.442012289,-0.868703347524,0.150381698733,235,250,24.1996015244,150,265,214.583333333,250,35.4166666667,Male
117,227.2995523,-2.11290863726,6.80095490363,235,250,33.0921585458,70,270,210,250,40,Male
133,234.436090226,-0.754254459658,-0.451668175682,245,250,22.2435137102,180,275,225,250,25,Male
119,235.06402561,-1.31680338633,1.4457774049,245,250,24.7890295589,155,275,225,250,25,Male
124,232.716973886,-1.97419418656,8.20790730425,240,245,27.6407069201,70,275,220,250,30,Male
151,238.44055503,-1.20392941328,1.1623945711,245,250,22.4333225315,160,275,230,250,20,Male
125,234.496761905,-1.05747132929,1.11454218233,245,245,25.7156615759,145,275,220,250,30,Male
98,196.994588626,-0.302536451794,-0.76897392669,205,210,46.3097687015,100,272,165,230,65,Female
181,157.618137128,-0.688111903254,-0.635081477579,175,45,65.9947733108,25,275,125,195,70,Male
210,143.017460317,0.126518887331,-0.356087023354,145,150,65.9217205488,30,275,110.5,155,44.5,Male
272,110.110294118,2.95540780654,9.80956755116,107.5,90,34.6965146567,25,265,90,115,25,Male
140,156.464285714,0.305164003183,-1.34362646163,120,110,54.1772765642,40,265,110,210,100,Male
15,195.666666667,-1.41426452455,1.42552939622,210,230,56.9756283179,40,275,197.5,230,32.5,Male
178,134.438202247,1.37653374391,1.28341737402,120,120,37.5622195609,80,270,120,142.5,22.5,Male
176,132.721590909,1.39341951214,1.57406865955,120,120,40.5247790327,40,265,120,120,0,Male
207,140.652173913,1.30759348081,0.671619094367,120,120,46.9086354504,80,275,120,172.5,52.5,Male
215,139.139534884,1.26726207618,0.791426632898,120,120,48.6069099286,25,275,120,135,15,Male
174,145.517241379,1.21364815431,0.331782743294,120,120,47.0786483241,80,275,120,178.75,58.75,Male
175,151.028571429,0.959090802934,-0.367439952423,120,120,46.2239799945,85,265,120,190,70,Male
208,144.543269231,1.0785531726,-0.00492111071436,120,120,47.4965388707,80,275,120,175,55,Male
166,148.403614458,1.05271017539,-0.0817919586709,120,120,48.9376267532,85,275,120,183.75,63.75,Male
185,143.675675676,1.22646079697,0.394934250736,120,120,44.3085337727,80,275,120,175,55,Male
207,151.376811594,1.07401196724,-0.230080194204,120,120,50.487125096,95,275,120,200,80,Male
82,114.634146341,1.67700100663,2.92237963431,105,105,19.6893633505,85,190,105,120,15,Male
133,138.571428571,1.43704226936,0.778226267874,125,125,41.6780149244,80,240,110,145,35,Male
42,105,-0.0576589413245,-0.376120237491,117.5,120,49.7254366257,25,215,82.5,125,42.5,Male
148,88.9768339768,1.0301036697,-0.197727305693,30,25,80.8277224549,25,270,25,120,95,Male
174,142.011494253,1.47361062403,1.02338638043,120,120,51.1868325051,25,275,120,120,0,Male
88,119.676677489,0.396069440735,-0.590411749409,125,25,73.9666624933,20.8333333333,275,35.5357142857,150,114.464285714,Male
71,188.746478873,-1.23624828538,1.23793857576,200,195,50.7617240492,25,255,180,215,35,Male
181,153.535911602,1.25481899742,-0.173399648666,120,120,55.313621981,115,275,120,175,55,Male
106,114.198113208,-0.497197082469,8.70609954832,115,110,28.6664025987,25,260,110,125,15,Male
79,136.392405063,0.945379361745,2.15435752367,125,120,45.37422949,25,270,120,137.5,17.5,Male
216,74.1203703704,1.45585977842,3.4198887265,45,45,37.852226705,25,265,45,100,55,Male
265,117.084636119,1.43212994857,0.478923025128,90,90,49.2331466007,25,265,90,125,35,Male
68,101.144957983,0.672365608477,-1.04521063997,57.5,25,82.3404765423,22.8571428571,265,30,167.5,137.5,Male
77,114.480519481,0.439566970992,-1.28463838422,110,30,83.9046475486,25,265,35,180,145,Male
69,100.942028986,0.619479220826,-1.0414931824,95,25,76.349099832,25,265,35,185,150,Male
62,70.564516129,1.69698350554,1.79859436203,40,25,65.9184787269,25,265,30,88.75,58.75,Male
66,107.878787879,0.508638098696,-1.54417604149,42.5,35,90.4285278049,25,275,30,215,185,Male
140,83.9489795918,-1.7533010661,2.63312098634,90,85,21.3695518618,22.8571428571,125,85,95,10,Male
144,78.5694444444,-1.42625286713,0.815414543599,85,85,23.8180757624,24,115,80,90,10,Male
175,77.1714285714,-0.853551023786,0.414737211712,85,80,25.831858198,25,145,75,90,15,Male
46,167.608695652,-0.531083164303,-0.751702563967,190,245,68.0532011389,30,270,116.25,220,103.75,Male
11,170,-1.95840267072,3.60102764802,175,165,44.9747403853,40,225,167.5,190,22.5,Female
18,182.777777778,-3.03143573537,9.53554484354,185,180,36.9768028718,40,230,180,193.75,13.75,Female
43,189.028912634,-0.568902187665,-1.130471667,220,220,71.7103340149,43.2432432432,275,110,250,140,Male
57,160.789227051,0.0508000114373,-1.62530499466,120,100,65.6469463808,40,260,100,230,130,Male
73,157.123287671,-1.04419719333,0.15380695035,175,175,43.3677947568,25,240,155,185,30,Male
65,144.615384615,-0.803342803263,-0.506463041807,165,180,50.8716914805,25,220,95,180,85,Male
92,150,-0.820266557547,-0.316595227477,172.5,95,48.7785590817,25,220,100,185,85,Male
92,160.489130435,-1.84198089919,2.69716033505,175,180,41.3433382903,25,205,155,185,30,Male
82,160.975609756,-1.23854295915,0.318509663924,180,180,44.6902552836,25,220,155,190,35,Male
88,166.666666667,-1.45802795487,1.56488801406,185,185,48.3496576404,25,265,165,195,30,Male
90,142.222222222,-0.729393841322,-0.683069092457,175,185,54.7271571379,25,210,96.25,185,88.75,Male
64,153.169642857,-1.06166400796,0.013855760075,175,190,49.4457280493,22.8571428571,210,100,190,90,Male
100,147.118571429,-0.890132505936,-0.445597155804,170,25,59.0284713559,22.8571428571,235,100,190,90,Male
98,135.918367347,-0.536284291171,-0.906920129518,162.5,25,58.1226137925,25,235,95,183.75,88.75,Male
83,158.514056225,-1.5635126073,1.40012626897,180,185,48.5382114258,25,225,155,185,30,Male
72,140.486111111,-0.364609797908,-1.15560643422,165,85,52.5208934762,25,225,90,185,95,Male
91,165.567765568,0.401386870831,-1.09311731542,150,120,55.5778940451,66.6666666667,275,120,215,95,Male
20,132.25,0.84941028942,-1.04066953931,107.5,100,40.5732362525,95,210,100,181.25,81.25,Male
91,87.967032967,0.998430252269,-0.885714235255,25,25,95.6124791328,25,270,25,207.5,182.5,Male
68,111.691176471,3.01823007013,8.15952755464,100,95,37.5500674993,85,270,95,105,10,Male
168,105.595238095,0.988868848336,2.10030424404,90,90,41.3076940265,25,275,90,130,40,Male
139,110.103460089,0.845861286163,0.987645505046,120,120,46.3489224405,25,275,80,120,40,Male
117,138.595848596,0.397658910277,-0.615000167197,120,120,59.3993520571,25,255,105,180,75,Male
174,105.458401752,0.892481241311,1.27372762145,90,90,50.7874052056,25,275,81.25,138.75,57.5,Male
171,100.791423002,2.42287857433,7.87753695748,90,90,37.8753988674,24,275,90,90,0,Male
155,100.525345622,1.257777117,3.2746302686,90,90,42.398317925,25,275,90,115,25,Male
160,102.480059524,2.09061745492,5.98490772091,90,90,38.7088666813,25,260,90,93.5714285714,3.57142857143,Male
130,90.9413919414,0.699740802987,-0.232262723466,87.5,45,45.2690357035,25,240,45,125,80,Male
166,101.460126219,0.547593110164,0.506058058003,90,90,39.3482832657,25,245,85,130,45,Male
173,96.1753371869,2.09133975993,8.28245741218,90,90,32.9598452973,25,275,90,90,0,Male
157,107.611464968,0.696487479467,2.21002252653,120,120,38.5178674201,25,245,90,120,30,Male
153,84.5732959851,1.10543136228,0.560123943204,70,45,47.8397044108,24,255,45,120,75,Male
132,88.648989899,1.27686374679,3.96066748434,90,90,39.7573302729,25,270,73.75,90,16.25,Male
180,92.9616402116,1.18206620782,0.771254562851,70,45,58.0260026545,25,275,45,130,85,Male
177,97.988700565,1.29327268945,2.11377891791,90,90,45.0367067742,24,265,75,120,45,Male
138,92.9727398206,1.42637893684,1.51804884068,70,45,58.2323617008,25,275,45,130,85,Male
192,145.217013889,0.123284250898,-0.55175155018,145,145,60.4747977993,40,275,90,195,105,Male
97,162.422680412,0.437403634755,-0.796002679188,165,120,42.5605293771,100,260,120,180,60,Male
95,143.526315789,1.40369108392,0.664765181933,130,115,40.813269799,105,245,115,152.5,37.5,Male
84,93.8095238095,2.50829302606,5.89226233644,80,70,39.5857947677,35,250,75,95,20,Male
223,141.031390135,1.35675165502,0.814590478668,120,120,34.3362938804,120,275,120,170,50,Male
243,141.33744856,1.46344814583,0.833810885923,120,120,37.2589829099,120,265,120,167.5,47.5,Male
187,96.2062643239,0.362603549046,-1.38384501065,85,30,61.4216208854,26.6666666667,235,35,165,130,Male
208,117.188873626,1.34137422766,5.38514649644,125,125,27.6988924113,22.8571428571,245,98.75,125,26.25,Male
19,115,0.64299546461,-0.715994400815,100,100,69.5663257921,25,260,67.5,157.5,90,Male
107,145.981308411,0.459078450205,-1.38952149885,110,95,58.0824392057,40,275,95,210,115,Male
126,147.439153439,0.755056918189,-1.02284189446,120,120,52.8191592289,80,275,112,208.75,96.75,Male
85,110.444257703,2.09372199105,2.75669458076,90,90,47.8400671284,86.6666666667,275,90,90,0,Male
166,91.8875502008,0.00489302227341,-0.0936130239271,110,110,35.3484955385,25,195,51.25,110,58.75,Male
141,131.418439716,-0.855141140768,12.4666765713,135,135,18.1436959446,40,225,130,135,5,Male
85,119.729411765,0.910006949803,0.223328744876,105,100,63.3257476183,25,275,95,120,25,Male
82,120.703252033,1.05948731381,1.10955239278,105,100,54.1402376073,24,275,100,122.5,22.5,Male
90,111.296296296,0.81167784258,0.122165301877,105,25,69.3015319597,25,275,91.25,120,28.75,Male
91,133.401360544,0.624983614054,-0.560522648332,110,105,68.4659114397,22.8571428571,270,97.5,195,97.5,Male
162,124.969135802,-1.32888003531,1.33254689288,130,130,39.3798254483,25,190,115,145,30,Male
189,151.795918367,0.67086201966,-1.28493966167,120,90,68.4711057301,40,275,90,245,155,Male
204,125.39589169,1.86745466014,2.37757214983,115,90,52.0174294709,35,270,90,130,40,Male
38,108.421052632,0.558460893656,-0.531922898832,102.5,30,68.9880354154,25,270,36.25,148.75,112.5,Male
169,132.792899408,0.52225522816,-0.557803071251,115,105,64.3545905306,25,270,85,160,75,Male
188,147.20491388,0.336756716601,-1.52684671372,90,90,72.1229383657,35,270,90,221.25,131.25,Female
98,149.43877551,0.27327867402,-1.06608998,135,45,76.8608690449,25,275,115,243.75,128.75,Male
155,110.752688172,-0.689581975261,2.26242283188,115,105,29.7722499239,25,220,100,130,30,Male
28,141.607142857,0.857145974461,-0.974039862319,122.5,120,39.7324438191,100,220,113.75,191.25,77.5,Male
48,139.270833333,0.799218644664,-1.03951112337,125,200,35.823490654,95,200,115,186.25,71.25,Male
268,139.888059701,0.205526837923,0.571967551352,120,120,45.245872319,25,265,120,170,50,Male
274,161.286930831,-0.612493316335,-0.462528890268,145,145,67.632533574,25,275,145,210,65,Female
152,154.353070175,0.605360079995,0.230971736018,150,155,40.6080832264,90,275,130,170,40,Male
15,241,-1.96039226759,2.23073939763,255,250,42.6301927433,130,275,247.5,265,17.5,Male
23,246.739130435,-2.58544865578,5.37028518189,255,255,39.7439821984,120,275,250,265,15,Male
12,255.416666667,0.42878264648,-1.07866027343,255,245,8.76981882494,245,270,248.75,261.25,12.5,Male
11,253.181818182,0.950439868613,0.383299216803,250,250,9.35966376453,240,275,247.5,255,7.5,Male
11,264.090909091,-0.943152630883,-0.324187838401,270,270,8.99954085147,245,275,260,270,10,Male
15,233.333333333,-1.4049872654,0.20026970999,255,270,51.9508314552,120,270,240,267.5,27.5,Male
19,250,0.221898046671,-0.924792139078,250,240,12.8759261292,230,275,240,260,20,Male
13,259.615384615,-0.246306886729,-1.30733318718,265,265,11.5127919593,240,275,250,270,20,Male
14,260.714285714,-0.526747433728,-0.484344034879,262.5,265,9.42207568448,240,275,255,268.75,13.75,Male
29,255.517241379,-0.0759433179272,-0.842708733696,255,260,11.6222755492,235,275,250,260,10,Male
16,240.3125,-2.04525613443,2.86191650619,255,270,46.5855647572,105,275,240,270,30,Male
22,251.136363636,0.375340859526,-0.263385774791,252.5,255,11.7678122418,230,275,245,255,10,Male
13,225.769230769,-1.18165389629,-0.420268649971,250,255,55.1866118744,120,275,240,255,15,Male
164,142.695121951,-0.820824364837,-0.131805876133,155,150,54.3909042397,25,265,128.75,175,46.25,Male
132,174.984848485,-0.507461944048,-1.09705600131,200,210,59.5783142427,45,275,110,210,100,Female
228,122.860607597,5.49267568824,34.6186064327,120,120,17.2937952311,105,265,120,120,0,Male
51,219.117647059,-0.729018208826,-0.391650546272,225,240,33.3975736226,150,270,210,240,30,Male
93,144.121863799,1.56092376657,1.07068580792,120,120,43.5352281843,105,275,120,160,40,Female
81,138.395061728,0.271879114859,-1.48599918229,140,95,52.8556569294,70,255,90,185,95,Male
135,103.980599647,0.276223310166,-1.51999957019,115,25,76.9495130379,22.8571428571,235,25,170,145,Male
147,104.965986395,0.15021213929,-1.30691453773,125,25,68.8325795909,25,245,30,155,125,Male
128,96.837797619,0.537719875196,-1.14639894801,45,25,75.3196251575,25,270,26.25,151.25,125,Male
128,114.455729167,0.115006812,-1.07560359231,125,25,69.2733222748,25,270,35,161.25,126.25,Male
148,118.715170109,1.39168050088,11.9360380138,120,100,21.3979854499,35,255,100,130,30,Male
116,120.986299047,2.49380059862,12.5923666081,120,120,22.9111708584,44.0771349862,250,110,130,20,Male
105,158.836734694,0.616264311399,-0.541101492021,130,125,66.3856753565,22.8571428571,275,125,180,55,Male
47,181.808510638,-1.14327584706,0.954090604335,190,25,65.4966746916,25,275,167.5,220,52.5,Male
52,137.884615385,-0.367460500619,-1.10468648581,165,25,78.5894037304,25,270,25,185,160,Male
137,154.573519617,0.951318925107,0.86509353069,140,130,48.8251693299,31.25,275,125,170,45,Male
76,154.071637427,1.17778831397,0.7596420379,137.5,115,44.0587603974,69.4444444444,265,120,176.25,56.25,Male
87,143.552610747,1.2565084739,4.71320722863,140,130,30.0628011789,44.0771349862,255,127.5,155,27.5,Male
125,148.559887535,0.946867063883,4.00136383867,145,135,34.3270985562,30,270,130,165,35,Male
99,146.75320456,2.11257403525,4.73653658065,140,130,34.9120147658,93.567251462,270,127.5,155,27.5,Male
88,151.18303991,1.42301079415,2.55467400589,140,115,40.8419981676,44.1075120606,275,125,166.25,41.25,Male
97,147.93814433,2.1599345682,5.65265854696,140,135,31.350632422,115,275,130,160,30,Male
116,140.876436782,1.8078671424,2.90648352008,125,115,42.0877920745,41.6666666667,270,115,146.25,31.25,Male
105,149.748259538,1.71384031605,2.19112351632,140,115,42.3565366761,93.567251462,275,120,160,40,Male
104,146.091992803,1.83808498689,2.4348170362,130,125,42.0503719229,93.567251462,275,120,155,35,Male
87,151.723814756,1.05976944927,0.966460753875,140,115,47.8680395203,44.9859418932,270,115,167.5,52.5,Male
81,149.543328375,1.25735391896,1.79951124287,135,115,44.1679194742,43.2432432432,275,120,165,45,Male
60,128.416666667,1.17387477288,0.276771855341,120,120,23.8308565147,100,185,110,136.25,26.25,Male
57,139.298245614,1.92172755606,2.53926220996,120,120,43.8342031448,105,275,115,135,20,Male
69,137.536231884,1.51865651356,0.981214250968,120,120,40.892428593,105,265,110,145,35,Male
70,72.9095238095,1.69795440753,2.63461459656,42.5,25,59.3553710125,25,275,25,100,75,Male
110,114.181818182,1.40305636906,2.19379268373,105,100,46.8630852626,25,265,95,115,20,Male
102,91.304388422,-0.174819039972,2.13891346838,90,105,29.9843646041,22.8571428571,195,81.25,105,23.75,Male
121,108.110979929,0.562359590154,-1.02641882192,95,25,79.6218217838,22.8571428571,270,30,165,135,Male
17,108.823529412,3.48502614589,10.8221712653,105,105,23.2966427627,95,200,100,105,5,Male
118,113.923728814,0.44553103094,0.677180377952,110,90,50.3708546311,25,275,90,125,35,Male
50,45.4323809524,2.73630167478,6.95894740522,30,30,38.9359516406,24,210,26.25,40,13.75,Male
49,109.931972789,1.84052519975,5.08400746298,110,110,48.2223205341,26.6666666667,275,90,120,30,Male
116,129.396551724,0.977465644443,18.374089612,130,125,19.2438433103,25,245,125,135,10,Male
35,120.476190476,0.0610711907936,-1.82241812812,146.666666667,25,89.8928563546,25,265,30,200,170,Female
186,182.980286738,0.264420166581,-1.43205604666,165,115,54.9913013077,115,275,135,245,110,Male
178,145.115034778,1.49138870749,1.44170351842,120,115,40.4620110555,110,265,115,160,45,Male
190,176.254385965,0.284429588022,-1.34570719422,160,115,49.5431428866,110,275,130,220,90,Male
130,135.884615385,0.249172308502,-0.542435455451,135,130,23.6192993498,95,190,120,155,35,Male
115,133.217391304,-0.0457752511042,1.83828571931,130,135,24.8665245937,30,195,120,145,25,Male
91,121.153846154,0.177411535098,3.06171739552,120,125,23.3002018936,25,185,105,130,25,Male
96,135,0.0992202952841,1.93841639264,130,130,25.597037589,35,210,120,150,30,Male
109,129.541284404,-0.531545873194,2.71283404157,130,120,22.792857448,25,190,115,145,30,Male
73,137.191780822,0.511281171784,-0.48736641654,130,115,24.6341213045,100,200,115,155,40,Male
94,134.095744681,1.0441914985,1.63610736441,130,120,22.831048824,100,225,120,150,30,Male
79,127.594936709,-0.443013592254,4.14181082319,125,120,23.0555295475,25,180,115,140,25,Male
150,130.977777778,0.844194961506,0.403101809515,115,105,52.7499997074,25,270,105,145,40,Male
278,116.065947242,1.76580456229,1.86138499628,90,90,46.0469854077,74.2857142857,275,90,125,35,Male
48,215.9375,0.580043208508,-0.883138425353,210,195,27.9630755417,175,270,195,236.25,41.25,Female
126,148.055555556,0.585300497183,0.657377839177,140,135,43.6025165932,35,260,121.25,160,38.75,Male
16,96.25,0.193926338326,-0.301380725951,100,25,49.1012983535,25,205,71.25,113.75,42.5,Male
169,96.16765286,0.310177231888,-1.25379952733,85,30,56.7569199384,24,205,30,165,135,Male
114,112.119883041,0.766428623431,-0.806999288827,95,85,38.8192474314,25,195,85,158.75,73.75,Male
158,106.585292345,0.0718586930711,-1.35214400389,85,30,61.7291858682,25,270,30,165,135,Male
122,108.709601874,0.223883801106,-1.26152678584,85,30,64.4251673351,24,265,45,173.75,128.75,Male
110,112.696969697,0.763180005955,-1.02993071372,90,85,39.4482027206,40,200,85,155,70,Male
107,117.757009346,0.481332281729,-1.32849165775,90,85,44.7904448091,25,205,85,170,85,Male
151,106.930621255,0.125156506697,-1.47927730542,90,30,62.7326993001,25,225,30,172.5,142.5,Male
147,94.7470035633,0.354735828588,-1.3108985657,85,30,57.7952959029,25,200,30,165,135,Male
163,101.042360502,0.155240219874,-1.54637398181,85,30,61.9620155937,24,215,30,167.5,137.5,Male
97,144.958762887,1.34047106109,1.63448769818,135,135,36.4190721321,40,255,130,135,5,Male
